,title,date,location,area,year,rooms,total_price,unit_price,story,total_stories,elevator,parking,store
0,نوساز کیلید نخورده (۶۵متر ۱خواب) روبه آفتاب,۳ ساعت پیش در تهران,سازمان برنامه,۶۵,۱۴۰۰,۱,۵۹۰۰۰۰۰۰۰۰,۹۰۷۶۹۰۰۰,۲,۲,آسانسور,پارکینگ,انباری
1,سازمان برنامه/۸۴متر/۲خواب/,۳ ساعت پیش در تهران,سازمان برنامه,۸۴,۱۳۹۳,۲,۷۸۵۰۰۰۰۰۰۰,۹۳۴۵۲۰۰۰,۴,5,آسانسور,پارکینگ,انباری
2,فردوس/۵۹متر/آفتاب‌گیر/دنج نشین,۳ ساعت پیش در تهران,سازمان برنامه,۵۹,۱۳۹۷,۱,۵۲۳۰۰۰۰۰۰۰,۸۸۶۴۴۰۰۰,۳,5,آسانسور,پارکینگ,انباری
3,۱۷۵ متری / برج مجلل / غرب تهران,۴ ساعت پیش در تهران,سازمان برنامه,۱۷۵,۱۴۰۰,۳,۳۸۷۵۰۰۰۰۰۰۰,۲۲۱۴۲۸۰۰۰,۷,22,آسانسور,پارکینگ,انباری
4,۵۹متری آکواریم / لوکیشن خفن,۴ ساعت پیش در تهران,سازمان برنامه,۵۹,۱۳۸۳,۱,۴۲۳۰۰۰۰۰۰۰,۷۱۶۹۴۰۰۰,۲,۲,آسانسور ندارد,پارکینگ,انباری
5,۷۲ متر ۲ خواب/کم واحد و شیک,۴ ساعت پیش در تهران,سازمان برنامه,۷۲,۱۳۸۵,۲,۵۰۰۰۰۰۰۰۰۰,۶۹۴۴۴۰۰۰,۳,4,آسانسور ندارد,پارکینگ,انباری
6,۶۸متر فردوس غرب سازمان برنامه کم سن,۴ ساعت پیش در تهران,کوی فردوس,۶۸,۱۳۹۳,۲,۵۵۰۰۰۰۰۰۰۰,۸۰۸۸۲۰۰۰,۴,7,آسانسور,پارکینگ,انباری
7,۱۱۸ متر/فردوس غرب/تک واحدی,۴ ساعت پیش در تهران,سازمان برنامه,۱۱۸,۱۴۰۰,۳,۱۳۲۳۰۰۰۰۰۰۰,۱۱۲۱۱۸۰۰۰,۳,5,آسانسور,پارکینگ,انباری
8,فروش آپارتمان ۱۵۳ متری/سازمان برنامه مرکزی,۴ ساعت پیش در تهران,سازمان برنامه,۱۵۳,۱۳۹۶,۳,۱۵۹۰۰۰۰۰۰۰۰,۱۰۳۹۲۱۰۰۰,۳,۳,آسانسور,پارکینگ,انباری
9,۸۳متر۲خواب خوش نورنقشه بدون مشابه آیت اله کاشانی,۴ ساعت پیش در تهران,سازمان برنامه,۸۳,۱۳۹۱,۲,۸۷۰۰۰۰۰۰۰۰,۱۰۴۸۱۹۰۰۰,۵,5,آسانسور,پارکینگ,انباری
10,101متر/سالن روبه افتاب,۴ ساعت پیش در تهران,سازمان برنامه,۱۰۱,۱۳۸۳,۲,۶۴۵۰۰۰۰۰۰۰,۶۳۸۶۱۰۰۰,۳,۳,آسانسور ندارد,پارکینگ,انباری
11,102متر/سازمان برنامه شمالی/غرق نور,۴ ساعت پیش در تهران,سازمان برنامه,۱۰۲,۱۳۸۴,۲,۱۰۲۰۰۰۰۰۰۰۰,۱۰۰۰۰۰۰۰۰,۳,5,آسانسور,پارکینگ,انباری
12,105متر/سازمان برنامه/شیک,۴ ساعت پیش در تهران,سازمان برنامه,۱۰۵,۱۳۸۲,۲,۹۰۰۰۰۰۰۰۰۰,۸۵۷۱۴۰۰۰,۲,5,آسانسور,پارکینگ,انباری
13,۹۵ متر سازمان شمال+ ۲۰ متر تراس+ ۵۰ متر حیاط,۴ ساعت پیش در تهران,سازمان برنامه,۹۵,۱۳۸۰,۲,۸۷۰۰۰۰۰۰۰۰,۹۱۵۷۸۰۰۰,همکف,4,آسانسور ندارد,پارکینگ,انباری
14,سازمان برنامه شمالی ۱۱۹ متر ۲خواب + مستر فرصت خرید,۴ ساعت پیش در تهران,سازمان برنامه,۱۱۹,۱۴۰۲,۲,۱۶۲۰۰۰۰۰۰۰۰,۱۳۶۱۳۴۰۰۰,۶,۶,آسانسور,پارکینگ,انباری
15,۸۷متر/سالن‌‌پرده‌خور/سازمان‌شمال,۵ ساعت پیش در تهران,سازمان برنامه,۸۷,۱۳۸۸,۲,۸۰۰۰۰۰۰۰۰۰,۹۱۹۵۴۰۰۰,۴,۴,آسانسور,پارکینگ,انباری
16,۶۰ متر ۲ خواب فول امکانات رو به آفتاب,۵ ساعت پیش در تهران,سازمان برنامه,۶۰,۱۳۸۸,۲,۵۸۰۰۰۰۰۰۰۰,۹۶۶۶۶۰۰۰,۵,5,آسانسور,پارکینگ,انباری
17,۷۵متر/فول امکانات/سازمان برنامه مرکزی,۵ ساعت پیش در تهران,سازمان برنامه,۷۵,۱۳۹۹,۲,۸۵۰۰۰۰۰۰۰۰,۱۱۳۳۳۳۰۰۰,۵,5,آسانسور,پارکینگ,انباری
18,۸۸متر غرق نور/سازمان برنامه/ فول بازسازی,۵ ساعت پیش در تهران,سازمان برنامه,۸۸,۱۳۸۶,۲,۸۴۵۰۰۰۰۰۰۰,۹۶۰۲۲۰۰۰,۱,۱,آسانسور,پارکینگ,انباری
19,فول امکانات روبه آفتاب فردوس تراورتن,۵ ساعت پیش در تهران,سازمان برنامه,۶۵,۱۳۹۴,۱,۶۳۰۰۰۰۰۰۰۰,۹۶۹۲۳۰۰۰,۳,۳,آسانسور,پارکینگ,انباری
20,۷۰متر طبقه۵ کلیدنخورده/فردوس غرب/۲ پارکینگ سندی,۵ ساعت پیش در تهران,سازمان برنامه,۷۰,۱۴۰۲,۲,۸۳۰۰۰۰۰۰۰۰,۱۱۸۵۷۱۰۰۰,۵,5,آسانسور,پارکینگ,انباری
21,۶۰متر ۲خواب طبقه ۴/ کلید نخورده /بلوار فردوس غرب,۵ ساعت پیش در تهران,سازمان برنامه,۶۰,۱۴۰۲,۲,۶۹۰۰۰۰۰۰۰۰,۱۱۵۰۰۰۰۰۰,۵,5,آسانسور,پارکینگ,انباری
22,۱۱۹ متر / فول امکانات/ تاپ لوکیشن/ موقیعت,۵ ساعت پیش در تهران,سازمان برنامه,۱۱۹,۱۳۹۰,۲,۱۲۷۳۳۰۰۰۰۰۰,۱۰۷۰۰۰۰۰۰,۱,۱,آسانسور,پارکینگ,انباری
23,۶۰متر/بدون مشرف/فول دیزاین/غرق در آفتاب/فردوس,۵ ساعت پیش در تهران,سازمان برنامه,۶۰,۱۳۸۸,۱,۵۶۵۰۰۰۰۰۰۰,۹۴۱۶۶۰۰۰,۵,۵,آسانسور,پارکینگ,انباری
24,۱۱۱متر (سازمان برنامه شمال) فول امکانات ۵ ساله,۵ ساعت پیش در تهران,کوی فردوس,۱۱۱,۱۳۹۷,۲,۱۰۹۰۰۰۰۰۰۰۰,۹۸۱۹۸۰۰۰,۴,5,آسانسور,پارکینگ,انباری
25,60 متر // 2خواب // سالن پرده خور,۵ ساعت پیش در تهران,سازمان برنامه,۶۰,۱۳۹۹,۲,۵۳۰۰۰۰۰۰۰۰,۸۸۳۳۳۰۰۰,۳,5,آسانسور,پارکینگ,انباری
26,۱۲۷ متر*لوکیشن دنج*سازمان برنامه*بدون دیوار مشترک,۵ ساعت پیش در تهران,سازمان برنامه,۱۲۷,۱۳۹۹,۳,۱۵۲۰۰۰۰۰۰۰۰,۱۱۹۶۸۵۰۰۰,۵,5,آسانسور,پارکینگ,انباری
27,۱۱۴ متر فول/ تک الماس بلوار فردوس/سود خالص,۵ ساعت پیش در تهران,سازمان برنامه,۱۱۴,۱۳۹۴,۲,۹۹۰۰۰۰۰۰۰۰,۸۶۸۴۲۰۰۰,۲,5,آسانسور,پارکینگ,انباری
28,۶۸ متر/فول بازسازی/سازمان برنامه,۵ ساعت پیش در تهران,کوی فردوس,۶۸,۱۳۸۲,۲,۵۸۰۰۰۰۰۰۰۰,۸۵۲۹۴۰۰۰,۱,4,آسانسور ندارد,پارکینگ,انباری
29,155 متر/2 پارکینگ سندی/سرمایه گذاری/سازمان برنامه,۵ ساعت پیش در تهران,سازمان برنامه,۱۵۵,۱۳۹۱,۳,۱۸۰۰۰۰۰۰۰۰۰,۱۱۶۱۲۹۰۰۰,۲,5,آسانسور,پارکینگ,انباری
30,۱۱۰ متر سازمان برنامه شمالی نوساز,۶ ساعت پیش در تهران,سازمان برنامه,۱۱۰,۱۴۰۲,۲,۱۵۶۵۰۰۰۰۰۰۰,۱۴۲۲۷۲۰۰۰,۳,6,آسانسور,پارکینگ,انباری
31,۸۲ متر سازمان برنامه شمالی ۳جهت نور,۶ ساعت پیش در تهران,سازمان برنامه,۸۲,۱۳۸۷,۲,۸۷۰۰۰۰۰۰۰۰,۱۰۶۰۹۷۰۰۰,۳,5,آسانسور,پارکینگ,انباری
32,فردوس غرب ۸۰متر +۱۵متر پاسیو ۲خ / کم سن,۶ ساعت پیش در تهران,سازمان برنامه,۸۰,۱۳۹۰,۲,۷۱۹۰۰۰۰۰۰۰,۸۹۸۷۵۰۰۰,۱,5,آسانسور,پارکینگ,انباری
33,۷۹ متر / نوسازی شده / سازمان جنوب,۶ ساعت پیش در تهران,سازمان برنامه,۷۹,۱۳۸۷,۲,۷۲۰۰۰۰۰۰۰۰,۹۱۱۳۹۰۰۰,۲,2,آسانسور,پارکینگ,انباری
34,۷۰ متر / سازمان برنامه / نما تراورتن,۶ ساعت پیش در تهران,سازمان برنامه,۷۰,۱۳۹۰,۲,۷۰۰۰۰۰۰۰۰۰,۱۰۰۰۰۰۰۰۰,۵,۵,آسانسور,پارکینگ,انباری
35,۸۵متر-۲خواب-فول امکانات-بلوار فردوس,۶ ساعت پیش در تهران,سازمان برنامه,۸۵,۱۳۸۹,۲,۸۳۳۰۰۰۰۰۰۰,۹۸۰۰۰۰۰۰,۲,6,آسانسور,پارکینگ,انباری
36,۵۵ متر بلوار فردوس غرب سازمان برنامه( نوساز ),۶ ساعت پیش در تهران,کوی فردوس,۵۵,۱۴۰۲,۱,۷۳۰۰۰۰۰۰۰۰,۱۳۲۷۲۷۰۰۰,۵,4,آسانسور,پارکینگ,انباری
37,آپارتمان،۸۸متر،دوخوابه،فول،سازمان برنامه شمالی,۶ ساعت پیش در تهران,سازمان برنامه,۸۸,۱۳۸۸,۲,۸۷۵۰۰۰۰۰۰۰,۹۹۴۳۱۰۰۰,۴,۴,آسانسور,پارکینگ,انباری
38,150متر سه خواب/سازمان برنامه مرکزی/کلید نخورده,۶ ساعت پیش در تهران,سازمان برنامه,۱۵۰,۱۴۰۲,۳,۱۶۵۰۰۰۰۰۰۰۰,۱۱۰۰۰۰۰۰۰,۱,5,آسانسور,پارکینگ,انباری
39,آپارتمان ۱۰۹ متری فول امکانات دو خوابه طبقه ۴,۶ ساعت پیش در تهران,سازمان برنامه,۱۰۹,۱۳۹۰,۲,۱۰۹۰۰۰۰۰۰۰۰,۱۰۰۰۰۰۰۰۰,۴,۴,آسانسور,پارکینگ,انباری
40,فردوس/ ۸ واحدی / سازمان برنامه,۶ ساعت پیش در تهران,سازمان برنامه,۶۵,۱۳۸۰,۲,۳۹۷۰۰۰۰۰۰۰,۶۱۰۷۶۰۰۰,۳,۳,آسانسور ندارد,پارکینگ ندارد,انباری
41,۱۳۰متر/۳خواب/فول امکانات/فول دیزاین/سرتیپ شفاهی,۶ ساعت پیش در تهران,سازمان برنامه,۱۳۰,۱۳۹۰,۳,۱۴۲۰۰۰۰۰۰۰۰,۱۰۹۲۳۰۰۰۰,۵,5,آسانسور,پارکینگ,انباری
42,۶۰متر در قلب منطقه/مهران,۶ ساعت پیش در تهران,کوی مهران,۶۰,۱۳۹۲,۱,۶۶۰۰۰۰۰۰۰۰,۱۱۰۰۰۰۰۰۰,۲,5,آسانسور,پارکینگ,انباری
43,۲ خواب قابلیت رهن‌مالک از ۶ ماه تا ۲ سال یک ملیارد,۶ ساعت پیش در تهران,سازمان برنامه,۶۴,۱۳۸۹,۲,۶۴۰۰۰۰۰۰۰۰,۱۰۰۰۰۰۰۰۰,۴,۴,آسانسور,پارکینگ,انباری
44,۸۸متر،بلوار فردوس،سراسر پرده خور،کلید نخورده,۶ ساعت پیش در تهران,سازمان برنامه,۸۸,۱۴۰۱,۲,۱۰۲۴۰۰۰۰۰۰۰,۱۱۶۳۶۳۰۰۰,۴,5,آسانسور,پارکینگ,انباری
45,80متر/بدون ریالی هزینه/واحد سه نبش با ویو,۶ ساعت پیش در تهران,سازمان برنامه,۸۰,۱۳۸۴,۲,۶۱۰۰۰۰۰۰۰۰,۷۶۲۵۰۰۰۰,۵,۵,آسانسور,پارکینگ ندارد,انباری
46,85متر/کلید نخورده/رو به افتاب/نقشه عالی/شخصی,۶ ساعت پیش در تهران,سازمان برنامه,۸۵,۱۴۰۱,۲,۸۶۰۰۰۰۰۰۰۰,۱۰۱۱۷۶۰۰۰,۲,۲,آسانسور,پارکینگ,انباری
47,۸۰متر/۲خواب نوسازی شده /سازمان برنامه,۶ ساعت پیش در تهران,سازمان برنامه,۸۰,۱۳۸۹,۲,۷۵۰۰۰۰۰۰۰۰,۹۳۷۵۰۰۰۰,۵,5,آسانسور,پارکینگ,انباری
48,40 متر / 1 خواب / قابل تهاتر (سازمان برنامه),۶ ساعت پیش در تهران,سازمان برنامه,۴۰,۱۳۸۷,۱,۴۰۵۰۰۰۰۰۰۰,۱۰۱۲۵۰۰۰۰,۴,۴,آسانسور,پارکینگ,انباری
49,۶۰ متر تراوتن سازمان برنامه مرکزی تک خواب,۶ ساعت پیش در تهران,سازمان برنامه,۶۰,۱۳۹۶,۱,۵۸۰۰۰۰۰۰۰۰,۹۶۶۶۶۰۰۰,۲,5,آسانسور,پارکینگ,انباری
50,۷۴متری /فردوس غرب/رو ب آفتاب,۶ ساعت پیش در تهران,سازمان برنامه,۷۴,۱۳۸۸,۲,۶۳۹۵۷۰۰۰۰۰,۸۶۴۲۸۰۰۰,۲,5,آسانسور,پارکینگ,انباری
51,۷۷متر/سازمان برنامه(ورزی)/سالن پرده خور,۶ ساعت پیش در تهران,سازمان برنامه,۷۷,۱۳۹۰,۲,۶۴۵۰۰۰۰۰۰۰,۸۳۷۶۶۰۰۰,۳,۳,آسانسور,پارکینگ,انباری
52,۵۰متر تک خواب نما تراورتن,۶ ساعت پیش در تهران,سازمان برنامه,۵۵,۱۳۹۵,۱,۵۰۰۰۰۰۰۰۰۰,۹۰۹۰۹۰۰۰,۴,5,آسانسور,پارکینگ,انباری
53,۱۱۰متر/۳خواب/دونبش/ویودار/سازمان برنامه شمالی,۶ ساعت پیش در تهران,سازمان برنامه,۱۱۰,۱۳۹۷,۳,۱۳۳۰۰۰۰۰۰۰۰,۱۲۰۹۰۹۰۰۰,۵,5,آسانسور,پارکینگ,انباری
54,آپارتمان ۵۵متر۱خواب ۷ساله سازمان برنامه مرکزی,۶ ساعت پیش در تهران,سازمان برنامه,۵۵,۱۳۹۴,۱,۵۱۰۰۰۰۰۰۰۰,۹۲۷۲۷۰۰۰,۳,۳,آسانسور,پارکینگ,انباری
55,۱۲۳ متر ۲ خواب/تک واحدی/کم واحد و شیک,۶ ساعت پیش در تهران,سازمان برنامه,۱۲۳,۱۳۹۶,۲,۱۱۰۰۰۰۰۰۰۰۰,۸۹۴۳۰۰۰۰,۱,5,آسانسور,پارکینگ,انباری
56,فردوس غرب 60متر خوش نقشه 2خ فول دیزاین,۶ ساعت پیش در تهران,سازمان برنامه,۶۰,۱۳۸۵,۲,۴۰۰۰۰۰۰۰۰۰,۶۶۶۶۶۰۰۰,۱,5,آسانسور,پارکینگ ندارد,انباری
57,۹۵متر فول طبقه۳/سازمان برنامه شمالی/سرمایه گذاری,۶ ساعت پیش در تهران,سازمان برنامه,۹۵,۱۳۸۸,۲,۷۷۰۰۰۰۰۰۰۰,۸۱۰۵۲۰۰۰,۳,5,آسانسور,پارکینگ,انباری
58,۶۶ متر ۲خواب سرمایه‌گذاری/سازمان برنامه,۷ ساعت پیش در تهران,سازمان برنامه,۶۶,۱۳۸۴,۲,۵۰۰۰۰۰۰۰۰۰,۷۵۷۵۷۰۰۰,۲,4,آسانسور ندارد,پارکینگ,انباری
59,۶۱م/۲خ/تاپ لوکیشن/فول امکنات,۷ ساعت پیش در تهران,سازمان برنامه,۶۱,۱۳۸۷,۲,۶۳۵۰۰۰۰۰۰۰,۱۰۴۰۹۸۰۰۰,۲,۲,آسانسور,پارکینگ,انباری
60,۶۷ متر دو خوابه ۸ واحدی فردوس,۷ ساعت پیش در تهران,سازمان برنامه,۶۷,۱۳۸۵,۲,۵۷۱۰۰۰۰۰۰۰,۸۵۲۲۳۰۰۰,۱,4,آسانسور ندارد,پارکینگ,انباری
61,آپارتمان ۸۶متری دوخواب سالن پرده خور,۷ ساعت پیش در تهران,سازمان برنامه,۸۶,۱۳۹۶,۲,۹۶۰۰۰۰۰۰۰۰,۱۱۱۶۲۷۰۰۰,۳,۳,آسانسور,پارکینگ,انباری
62,فردوس غرب سازمان شمال 77 متر 2خ (عروسک منطقه),۷ ساعت پیش در تهران,سازمان برنامه,۷۷,۱۳۸۶,۲,۵۴۰۰۰۰۰۰۰۰,۷۰۱۲۹۰۰۰,۳,3,آسانسور ندارد,پارکینگ,انباری
63,86متر/سازمان برنامه،/,۷ ساعت پیش در تهران,سازمان برنامه,۸۶,۱۳۹۷,۲,۷۷۰۰۰۰۰۰۰۰,۸۹۵۳۴۰۰۰,۳,۳,آسانسور,پارکینگ,انباری
64,74متر 2خواب/سالن پرده خور رو به آفتاب/تاپ لوکیشن,۷ ساعت پیش در تهران,سازمان برنامه,۷۴,۱۳۸۴,۲,۵۱۵۰۰۰۰۰۰۰,۶۹۵۹۴۰۰۰,۴,4,آسانسور ندارد,پارکینگ,انباری
65,۶۰ متر ۲ خوابه/فردوس غرب/خوش نور و نقشه,۷ ساعت پیش در تهران,سازمان برنامه,۶۰,۱۳۸۹,۲,۴۳۰۰۰۰۰۰۰۰,۷۱۶۶۶۰۰۰,۲,5,آسانسور,پارکینگ ندارد,انباری
66,۸۵ متر سازمان مرکزی فول کم واحد سالن پرده خور,۷ ساعت پیش در تهران,سازمان برنامه,۸۵,۱۳۹۵,۲,۹۵۰۰۰۰۰۰۰۰,۱۱۱۷۶۴۰۰۰,۳,۳,آسانسور,پارکینگ,انباری
67,۱۱۲ متر// سالن پرده خور// سازمان برنامه,۷ ساعت پیش در تهران,سازمان برنامه,۱۱۲,۱۳۹۵,۲,۱۰۷۰۰۰۰۰۰۰۰,۹۵۵۳۵۰۰۰,۵,5,آسانسور,پارکینگ,انباری
68,کلید نخورده/ تاپ لوکیشن/سازمان برنامه شمالی,۷ ساعت پیش در تهران,سازمان برنامه,۸۰,۱۳۹۸,۲,۹۵۰۰۰۰۰۰۰۰,۱۱۸۷۵۰۰۰۰,۳,5,آسانسور,پارکینگ,انباری
69,۹۹متر / شقایق جنوبی ۱۷ شرقی,۷ ساعت پیش در تهران,سازمان برنامه,۹۹,۱۳۸۶,۲,۸۲۰۰۰۰۰۰۰۰,۸۲۸۲۸۰۰۰,۱,5,آسانسور,پارکینگ,انباری
70,آپارتمان ۶۳متر ۲خواب . کم واحد . بلوار فردوس غرب,۷ ساعت پیش در تهران,سازمان برنامه,۶۳,۱۳۸۵,۲,۵۸۵۰۰۰۰۰۰۰,۹۲۸۵۷۰۰۰,۱,5,آسانسور,پارکینگ,انباری
71,سازمان شمال ۸۷متری سالن پرده خوش نقشه بدون پرتی,۷ ساعت پیش در تهران,سازمان برنامه,۸۷,۱۳۹۶,۲,۸۶۰۰۰۰۰۰۰۰,۹۸۸۵۰۰۰۰,۵,۵,آسانسور,پارکینگ,انباری
72,آپارتمان ۶۲متر ۱خواب . فول امکانات . رو به آفتاب,۷ ساعت پیش در تهران,سازمان برنامه,۶۲,۱۳۸۸,۱,۵۴۸۰۰۰۰۰۰۰,۸۸۳۸۷۰۰۰,۲,5,آسانسور,پارکینگ,انباری
73,۵۵متر/فردوس غرب/خوش نقشه,۷ ساعت پیش در تهران,سازمان برنامه,۵۵,۱۳۸۷,۱,۴۸۰۰۰۰۰۰۰۰,۸۷۲۷۲۰۰۰,۳,۳,آسانسور,پارکینگ,انباری
74,۱۲۰ متر ۳ خواب سازمان برنامه شمالی,۷ ساعت پیش در تهران,سازمان برنامه,۱۲۰,۱۳۹۷,۳,۱۲۴۸۰۰۰۰۰۰۰,۱۰۴۰۰۰۰۰۰,۴,۴,آسانسور,پارکینگ,انباری
75,۱۰۰متر/۲پارکینگ‌سندی/سازمان‌برنامه/روبه آفتاب,۷ ساعت پیش در تهران,سازمان برنامه,۱۰۰,۱۳۹۸,۲,۱۰۶۰۰۰۰۰۰۰۰,۱۰۶۰۰۰۰۰۰,۳,6,آسانسور,پارکینگ,انباری
76,آپارتمان 135متری /سه خوابه/تک واحدی,۷ ساعت پیش در تهران,سازمان برنامه,۱۳۵,۱۴۰۱,۳,۱۹۹۵۰۰۰۰۰۰۰,۱۴۷۷۷۷۰۰۰,۱,۱,آسانسور,پارکینگ,انباری
77,۷۵ متر/سازمان برنامه/ تاپ لوکیشن/ رو به آفتاب,۷ ساعت پیش در تهران,سازمان برنامه,۷۵,۱۳۹۹,۲,۸۰۰۰۰۰۰۰۰۰,۱۰۶۶۶۶۰۰۰,۵,۵,آسانسور,پارکینگ,انباری
78,۶۰ متر دو خواب فول امکانات رو به کوچه بلوار فردوس,۷ ساعت پیش در تهران,سازمان برنامه,۶۰,۱۳۸۵,۲,۵۴۳۰۰۰۰۰۰۰,۹۰۵۰۰۰۰۰,۳,5,آسانسور,پارکینگ,انباری
79,۶۸مترفول امکانات دوبر نور تراورتن ۸ساله بلوارفردوس,۷ ساعت پیش در تهران,سازمان برنامه,۶۸,۱۳۹۵,۱,۶۴۰۰۰۰۰۰۰۰,۹۴۱۱۷۰۰۰,۵,5,آسانسور,پارکینگ,انباری
80,۵۵متر / ۱خواب / سازمان برنامه,۷ ساعت پیش در تهران,سازمان برنامه,۵۵,۱۳۹۵,۱,۵۵۰۰۰۰۰۰۰۰,۱۰۰۰۰۰۰۰۰,۲,6,آسانسور,پارکینگ,انباری
81,59متر/فول امکانات/سازمان برنامه/فردوس غرب,۷ ساعت پیش در تهران,سازمان برنامه,۵۹,۱۳۹۲,۱,۵۲۰۰۰۰۰۰۰۰,۸۸۱۳۵۰۰۰,۳,5,آسانسور,پارکینگ,انباری
82,۷۲متر/۸واحد/طبقه۳/دورتادور پنجره/شقایق شمالی,۷ ساعت پیش در تهران,سازمان برنامه,۷۲,۱۳۸۶,۲,۶۰۰۰۰۰۰۰۰۰,۸۳۳۳۳۰۰۰,۳,4,آسانسور ندارد,پارکینگ,انباری
83,شهران جنوبی ۱۱۷ متر خطی رو به افتاب,۷ ساعت پیش در تهران,شهران جنوبی,۱۱۷,۱۳۹۰,۲,۱۰۶۰۰۰۰۰۰۰۰,۹۰۵۹۸۰۰۰,۲,5,آسانسور,پارکینگ,انباری
84,نوساز/ سند آماده/ مروارید سازمان‌ برنامه‌ شمالی,۷ ساعت پیش در تهران,سازمان برنامه,۶۲,۱۴۰۲,۱,۹۶۰۰۰۰۰۰۰۰,۱۵۴۸۳۸۰۰۰,۳,5,آسانسور,پارکینگ,انباری
85,واحد ۷۴ متری غرق نور در فردوس غرب سازمان برنامه,۷ ساعت پیش در تهران,سازمان برنامه,۷۴,۱۳۸۶,۲,۵۳۵۰۰۰۰۰۰۰,۷۲۲۹۷۰۰۰,۳,۳,آسانسور,پارکینگ,انباری
86,۱۰۰متر،سازمان برنامه شمالی،کم واحد،فول دیزاین,۷ ساعت پیش در تهران,سازمان برنامه,۱۰۰,۱۳۹۳,۲,۱۱۹۹۰۰۰۰۰۰۰,۱۱۹۹۰۰۰۰۰,۱,5,آسانسور,پارکینگ,انباری
87,۶۰متر شقایق جنوبی/ بیست و یکم شرقی,۷ ساعت پیش در تهران,سازمان برنامه,۶۰,۱۳۸۳,۲,۶۲۰۰۰۰۰۰۰۰,۱۰۳۳۳۳۰۰۰,۱,5,آسانسور,پارکینگ,انباری
88,برج باغ رویایی/100متر طبقات بالا/دو پارکینگ سندی,۷ ساعت پیش در تهران,سازمان برنامه,۱۰۱,۱۳۹۹,۲,۱۰۷۰۰۰۰۰۰۰۰,۱۰۵۹۴۰۰۰۰,۷,11,آسانسور,پارکینگ,انباری
89,86 متر /سازمان برنامه /رو به آفتاب,۸ ساعت پیش در تهران,سازمان برنامه,۸۶,۱۳۸۴,۲,۸۴۰۰۰۰۰۰۰۰,۹۷۶۷۴۰۰۰,۱,4,آسانسور,پارکینگ,انباری
90,فردوس غرب/۷۰متر/تاپ لوکیشن/فول امکانات,۸ ساعت پیش در تهران,سازمان برنامه,۷۰,۱۳۸۸,۲,۶۸۰۰۰۰۰۰۰۰,۹۷۱۴۲۰۰۰,۴,5,آسانسور,پارکینگ,انباری
91,سازمان برنامه شمالی/۸۵ متر/۲خ/نما گرانیت,۸ ساعت پیش در تهران,سازمان برنامه,۸۹,۱۳۸۴,۲,۶۱۵۰۰۰۰۰۰۰,۶۹۱۰۱۰۰۰,۳,۳,آسانسور ندارد,پارکینگ,انباری
92,۷۰متر۲خواب نوسازکلیدنخورده سازمان‌برنامه‌فردوس‌غرب,۸ ساعت پیش در تهران,سازمان برنامه,۷۰,۱۴۰۲,۲,۷۷۰۰۰۰۰۰۰۰,۱۱۰۰۰۰۰۰۰,۳,۳,آسانسور,پارکینگ,انباری
93,بر آیت الله کاشانی،موقعیت اداری، ۱۴۵متر,۸ ساعت پیش در تهران,سازمان برنامه,۱۴۵,۱۴۰۲,۲,۲۱۸۰۰۰۰۰۰۰۰,۱۵۰۳۴۴۰۰۰,۷,9,آسانسور,پارکینگ,انباری
94,۷۶متر/دوخواب/فول امکانات/سرمایه گذاری,۸ ساعت پیش در تهران,سازمان برنامه,۷۶,۱۳۸۹,۲,۶۵۲۱۰۰۰۰۰۰,۸۵۸۰۲۰۰۰,۲,۲,آسانسور,پارکینگ,انباری
95,فایل 70 متر 2 خواب مناسب سرمایه گذاری و سکونت,۸ ساعت پیش در تهران,سازمان برنامه,۷۰,۱۳۹۵,۲,۷۰۰۰۰۰۰۰۰۰,۱۰۰۰۰۰۰۰۰,۳,5,آسانسور,پارکینگ,انباری
96,127 متر 3خواب تراورتن بر اینانلو سازمان مرکز,۸ ساعت پیش در تهران,سازمان برنامه,۱۲۷,۱۳۹۶,۳,۱۳۴۵۰۰۰۰۰۰۰,۱۰۵۹۰۵۰۰۰,۲,5,آسانسور,پارکینگ,انباری
97,۹۵متر اکواریوم سازمان شمال,۸ ساعت پیش در تهران,سازمان برنامه,۹۵,۱۳۹۳,۲,۱۰۵۰۰۰۰۰۰۰۰,۱۱۰۵۲۶۰۰۰,۴,5,آسانسور,پارکینگ,انباری
98,بازی کننده روح و روان / آپارتمانی خفن,۸ ساعت پیش در تهران,جنت‌آباد جنوبی,۶۶,۱۳۹۰,۱,۵۸۰۰۰۰۰۰۰۰,۸۷۸۷۸۰۰۰,۳,5,آسانسور,پارکینگ,انباری
99,241/چهارخواب/فول مشاعات/فول دیزاین,۸ ساعت پیش در تهران,سازمان برنامه,۲۴۱,۱۴۰۱,۴,۴۳۰۰۰۰۰۰۰۰۰,۱۷۸۴۲۳۰۰۰,۴,6,آسانسور,پارکینگ,انباری
100,150متر/3خواب/فول/طبقه اول/منوچهری,۸ ساعت پیش در تهران,سازمان برنامه,۱۵۰,۱۳۹۸,۳,۱۳۰۰۰۰۰۰۰۰۰,۸۶۶۶۶۰۰۰,۱,8,آسانسور,پارکینگ,انباری
101,۸۰متر ۲خواب مجموعا ۸واحد بلوار شقایق فردوس,۸ ساعت پیش در تهران,سازمان برنامه,۸۰,۱۳۸۵,۲,۵۷۰۰۰۰۰۰۰۰,۷۱۲۵۰۰۰۰,۱,4,آسانسور,پارکینگ,انباری
